Iteration,Objective,Area,Witdh,Height
0,0,127.215,0.5,0.5
1,85.7196
2,85.7206
3,85.7216
4,85.7226
5,85.7237
6,85.7247
7,85.7256
8,85.7264
9,85.7272
10,85.728
11,85.7289
12,85.7298
13,85.7307
14,85.7317
15,85.7327
16,85.7337
17,85.7348
18,85.7358
19,85.7369
20,85.738
21,85.7392
22,85.7403
23,85.7415
24,85.7428
25,85.744
26,85.7454
27,85.7468
28,85.7483
29,85.7499
30,85.7517
31,85.7535
32,85.7554
33,85.7576
34,85.7599
35,85.7624
36,85.765
37,85.7679
38,85.7711
39,85.7746
40,85.7784
41,85.7826
42,85.7873
43,85.7924
44,85.7981
45,85.8042
46,85.811
47,85.8184
48,85.8266
49,85.8353
50,85.845
51,85.8555
52,85.8669
53,85.8791
54,85.8922
55,85.906
56,85.9204
57,85.9354
58,85.9508
59,85.9665
60,85.9823
61,85.9987
62,86.016
63,86.0339
64,86.0519
65,86.0696
66,86.0876
67,86.1062
68,86.1249
69,86.1446
70,86.1642
71,86.1837
72,86.2029
73,86.2219
74,86.2414
75,86.2609
76,86.2802
77,86.2989
78,86.3173
79,86.3355
80,86.3536
81,86.3714
82,86.3885
83,86.4052
84,86.4218
85,86.4378
86,86.4532
87,86.4686
88,86.4838
89,86.4987
90,86.5132
91,86.5271
92,86.5408
93,86.5542
94,86.5673
95,86.5801
96,86.5926
97,86.6049
98,86.6171
99,86.629
100,86.6406
101,86.652
102,86.6632
103,86.6741
104,86.6849
105,86.6955
106,86.7061
107,86.7166
108,86.727
109,86.7373
110,86.7476
111,86.7578
112,86.768
113,86.7781
114,86.7882
115,86.7983
116,86.8083
117,86.8183
118,86.8284
119,86.8385
120,86.8485
121,86.8585
122,86.8685
123,86.8785
124,86.8883
125,86.8982
126,86.9079
127,86.9176
128,86.9272
129,86.9368
130,86.9464
131,86.9559
132,86.9654
133,86.9749
134,86.9843
135,86.9938
136,87.0033
137,87.0128
138,87.0223
139,87.0319
140,87.0414
141,87.051
142,87.0606
143,87.0702
144,87.0797
145,87.0891
146,87.0985
147,87.1078
148,87.1169
149,87.126
150,87.1349
151,87.1437
152,87.1524
153,87.1609
154,87.1693
155,87.1777
156,87.1859
157,87.1941
158,87.2022
159,87.2102
160,87.2182
161,87.2263
162,87.2343
163,87.2422
164,87.2502
165,87.2581
166,87.2661
167,87.2739
168,87.2818
169,87.2896
170,87.2974
171,87.3051
172,87.3128
173,87.3203
174,87.3278
175,87.3351
176,87.3423
177,87.3494
178,87.3564
179,87.3633
180,87.3702
181,87.377
182,87.3837
183,87.3904
184,87.397
185,87.4037
186,87.4104
187,87.417
188,87.4237
189,87.4304
190,87.4371
191,87.4437
192,87.4504
193,87.457
194,87.4637
195,87.4703
196,87.4769
197,87.4834
198,87.49
199,87.4966
200,87.5031
201,87.5095
202,87.5158
203,87.522
204,87.5281
205,87.5341
206,87.54
207,87.5459
208,87.5517
209,87.5575
210,87.5633
211,87.5691
212,87.575
213,87.581
214,87.587
215,87.5932
216,87.5993
217,87.6056
218,87.6119
219,87.6183
220,87.6246
221,87.6309
222,87.6372
223,87.6435
224,87.6498
225,87.656
226,87.6622
227,87.6683
228,87.6743
229,87.6802
230,87.6861
231,87.6918
232,87.6976
233,87.7032
234,87.7089
235,87.7146
236,87.7203
237,87.7259
238,87.7316
239,87.7373
240,87.743
241,87.7487
242,87.7543
243,87.76
244,87.7658
245,87.7716
246,87.7773
247,87.783
248,87.7887
249,87.7943
250,87.7998
251,87.8054
252,87.8109
253,87.8163
254,87.8216
255,87.8268
256,87.832
257,87.8372
258,87.8423
259,87.8473
260,87.8524
261,87.8575
262,87.8626
263,87.8678
264,87.873
265,87.8783
266,87.8836
267,87.8891
268,87.8947
269,87.9003
270,87.906
271,87.9117
272,87.9176
273,87.9234
274,87.9293
275,87.9351
276,87.941
277,87.9468
278,87.9526
279,87.9583
280,87.9639
281,87.9695
282,87.9749
283,87.9804
284,87.9858
285,87.9911
286,87.9964
287,88.0016
288,88.0067
289,88.0119
290,88.017
291,88.022
292,88.0271
293,88.0322
294,88.0373
295,88.0425
296,88.0475
297,88.0527
298,88.0578
299,88.063
300,88.0681
301,88.0732
302,88.0782
303,88.0833
